# commit: a97e75530ae93c0683ff5c53496ee5df0a088578
# spec_sha256: a85c11b0f32710be93f7ffc049a0cf15d689ac7bef6e9d8aaeaebf2be8c981b7
"leg","maintenance_cap","induction_window_weeks","h_per_year","pi_cure","lambda_usd_per_qaly","price_source","price_usd_per_course","arrangement","installment_length_years","installment_financing_rate_per_year","rebate_share","outcome_observation_years","reporting_horizon","reporting_horizon_years","discounted","route_model_usd","route_independent_usd","agreement_usd","route_model_share","route_independent_share","agreement_share","timing_gap_closed_share"
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-29783855.1104574,-29783855.1104576,1.34110450744629e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-60142800.5445018,-60142800.5445014,-3.57627868652344e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-29783855.1104574,-29783855.1104576,1.34110450744629e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"frontier_P_star",40112.8181964764,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,1347356756.93164,1347356756.93164,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,3467770709.22565,3467770709.22565,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,3609742746.72448,3609742746.72448,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,1914403783.11138,1914403783.11138,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,2031582524.27185,2031582524.27185,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,3643861244.74576,3643861244.74576,1.43051147460938e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,3985225369.55708,3985225369.55708,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,1804509174.39097,1804509174.39097,1.43051147460938e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,2031582524.27184,2031582524.27184,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,547534958.026518,547534958.026516,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,547534958.026516,547534958.026516,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,279121592.633596,279121592.633598,-1.31130218505859e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,1347356756.93164,1347356756.93164,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,FALSE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,FALSE,3545056874.39836,3545056874.39836,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,FALSE,3692700000,3692700000,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,FALSE,1929640541.58983,1929640541.58983,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,FALSE,2051500000,2051500000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,FALSE,3733892185.9959,3733892185.9959,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,FALSE,4.103e+09,4.103e+09,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,FALSE,1807781083.17966,1807781083.17966,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,FALSE,2051500000,2051500000,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,FALSE,-615179690.006838,-615179690.006836,-1.54972076416016e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,-1.9073486328125e-06,0,-1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-304648646.025429,-304648646.025429,4.17232513427734e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-615179690.006836,-615179690.006836,3.57627868652344e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-304648646.025429,-304648646.025429,4.17232513427734e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,326612489.052403,326612489.052403,5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,331584065.524263,331584065.524263,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,272216689.72397,272216689.72397,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,276320054.603553,276320054.603553,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,700619979.32671,700619979.32671,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,729303665.278835,729303665.278835,1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,386781494.917805,386781494.917805,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,410456003.440229,410456003.440229,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,736196883.828358,736196883.828358,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,805165263.26357,805165263.26357,1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,364578654.838161,364578654.838161,-1.78813934326172e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,410456003.440228,410456003.440229,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,110622634.291427,110622634.291426,2.98023223876953e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,56393049.2694707,56393049.2694709,-1.63912773132324e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,2.38418579101562e-07,0,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,110622634.291427,110622634.291426,2.98023223876953e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,56393049.2694707,56393049.2694709,-1.63912773132324e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,326612489.052403,326612489.052403,5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,331584065.524263,331584065.524263,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,272216689.72397,272216689.72397,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,FALSE,276320054.603553,276320054.603553,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,FALSE,716234688.598431,716234688.598431,1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,FALSE,746064147.429592,746064147.429592,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,FALSE,389859892.627831,389859892.627831,1.78813934326172e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,FALSE,414480081.905329,414480081.905329,-5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,FALSE,754386516.732755,754386516.732755,1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,FALSE,828960163.810658,828960163.810658,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,FALSE,365239703.350333,365239703.350333,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,FALSE,414480081.905329,414480081.905329,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,FALSE,-124289411.796504,-124289411.796504,-4.4703483581543e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-61550473.1937449,-61550473.1937448,-8.94069671630859e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-124289411.796504,-124289411.796504,-4.4703483581543e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-61550473.1937449,-61550473.1937448,-8.94069671630859e-08,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"frontier_P_star",82896.0163810658,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,1347356756.93164,1347356756.93164,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,3467770709.22564,3467770709.22565,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,3609742746.72448,3609742746.72448,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,1914403783.11138,1914403783.11138,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,2031582524.27184,2031582524.27185,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,3643861244.74576,3643861244.74576,1.43051147460938e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,3985225369.55708,3985225369.55708,9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,1804509174.39097,1804509174.39097,4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,2031582524.27184,2031582524.27184,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,547534958.026518,547534958.026516,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,547534958.026517,547534958.026516,9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,1347356756.93164,1347356756.93164,-2.38418579101562e-07,NA,NA,NA,NA
