# commit: 4a95e874c3b92973d5ed4577bb8cebe7d09f8123
# spec_sha256: 7377ef3cb2949720c28e3ecdd800621e5460ca5e300d5f815f68374800f993b4
"scenario_id","scenario_group_id","uptake_shape","uptake_ramp_period_years","uptake_logistic_steepness_per_year","maintenance_cap","induction_window_weeks","price_source","price_usd_per_course","pi_cure","h_per_year","lambda_usd_per_qaly","terminal_uptake_share","assumed_eligible_population_patients","reporting_horizon","reporting_horizon_years","horizon_class","is_base_case_horizon","discounted","discounting_base_case","patients_newly_treated_first_year_patients","patients_ever_treated_patients","final_year_net_budget_impact_usd_per_year","final_year_net_budget_impact_usd_pmpm","cumulative_net_budget_impact_usd","offset_captured_share","required_cure_fraction_all_treated"
"s8-lin-capoff-h05-pi025-pstar-u100-n100000-30yr-nom","capoff-h05-pi025-pstar-u100-n100000-30yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",40112.82,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-27163836.07,-2.26,2128870966.32,NA,0.25
"s8-log-capoff-h05-pi025-pstar-u025-n100000-30yr-nom","capoff-h05-pi025-pstar-u025-n100000-30yr-nom","logistic",5,1,"off",8,"frontier_P_star",40112.82,0.25,0.05,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-6780950.76,-0.57,532110559.26,NA,0.25
"s8-log-capoff-h05-pi025-pstar-u100-n100000-30yr-nom","capoff-h05-pi025-pstar-u100-n100000-30yr-nom","logistic",5,1,"off",8,"frontier_P_star",40112.82,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-27123803.02,-2.26,2128442237.05,NA,0.25
"s8-imm-capoff-h05-pi025-pstar-u025-n100000-30yr-nom","capoff-h05-pi025-pstar-u025-n100000-30yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",40112.82,0.25,0.05,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-5989515.28,-0.5,519481159.49,NA,0.25
"s8-imm-capoff-h05-pi025-pstar-u100-n100000-30yr-nom","capoff-h05-pi025-pstar-u100-n100000-30yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",40112.82,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,1e+05,1e+05,-23958061.13,-2,2077924637.95,NA,0.25
"s8-lin-capoff-h05-pi025-analog-u025-n100000-30yr-nom","capoff-h05-pi025-analog-u025-n100000-30yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,5000,25000,-6790959.02,-0.57,9786897286.67,NA,2.413157
"s8-lin-capoff-h05-pi025-analog-u100-n100000-30yr-nom","capoff-h05-pi025-analog-u100-n100000-30yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,20000,1e+05,-27163836.07,-2.26,39147589146.67,NA,2.413157
"s8-log-capoff-h05-pi025-analog-u025-n100000-30yr-nom","capoff-h05-pi025-analog-u025-n100000-30yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,3140.67544054163,25000,-6780950.76,-0.57,9786790104.35,NA,2.413157
"s8-log-capoff-h05-pi025-analog-u100-n100000-30yr-nom","capoff-h05-pi025-analog-u100-n100000-30yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,12562.7017621665,1e+05,-27123803.02,-2.26,39147160417.4,NA,2.413157
"s8-imm-capoff-h05-pi025-analog-u025-n100000-30yr-nom","capoff-h05-pi025-analog-u025-n100000-30yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,0.25,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,25000,25000,-5989515.28,-0.5,9774160704.58,NA,2.413157
"s8-imm-capoff-h05-pi025-analog-u100-n100000-30yr-nom","capoff-h05-pi025-analog-u100-n100000-30yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.25,0.05,1e+05,1,1e+05,"30yr",30,"extended_projection",FALSE,FALSE,FALSE,1e+05,1e+05,-23958061.13,-2,39096642818.3,NA,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-1yr-disc","capoff-h05-pi050-pstar-u025-n100000-1yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,5000,5000,396960427.33,33.08,396960427.33,0.111446,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-1yr-disc","capoff-h05-pi050-pstar-u100-n100000-1yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,20000,20000,1587841709.33,132.32,1587841709.33,0.111446,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-1yr-disc","capoff-h05-pi050-pstar-u025-n100000-1yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,3140.67544054163,3140.67544054163,249344773,20.78,249344773,0.111446,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-1yr-disc","capoff-h05-pi050-pstar-u100-n100000-1yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,12562.7017621665,12562.7017621665,997379091.99,83.11,997379091.99,0.111446,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-1yr-disc","capoff-h05-pi050-pstar-u025-n100000-1yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,25000,25000,1984802136.66,165.4,1984802136.66,0.111446,0.5
"s8-imm-capoff-h05-pi050-pstar-u100-n100000-1yr-disc","capoff-h05-pi050-pstar-u100-n100000-1yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,7939208546.63,661.6,7939208546.63,0.111446,0.5
"s8-lin-capoff-h05-pi050-analog-u025-n100000-1yr-disc","capoff-h05-pi050-analog-u025-n100000-1yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,5000,5000,2033980345.43,169.5,2033980345.43,0.111446,2.413157
"s8-lin-capoff-h05-pi050-analog-u100-n100000-1yr-disc","capoff-h05-pi050-analog-u100-n100000-1yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,20000,20000,8135921381.71,677.99,8135921381.71,0.111446,2.413157
"s8-log-capoff-h05-pi050-analog-u025-n100000-1yr-disc","capoff-h05-pi050-analog-u025-n100000-1yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,3140.67544054163,3140.67544054163,1277614423.48,106.47,1277614423.48,0.111446,2.413157
"s8-log-capoff-h05-pi050-analog-u100-n100000-1yr-disc","capoff-h05-pi050-analog-u100-n100000-1yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,12562.7017621665,12562.7017621665,5110457693.94,425.87,5110457693.94,0.111446,2.413157
"s8-imm-capoff-h05-pi050-analog-u025-n100000-1yr-disc","capoff-h05-pi050-analog-u025-n100000-1yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,25000,25000,10169901727.13,847.49,10169901727.13,0.111446,2.413157
"s8-imm-capoff-h05-pi050-analog-u100-n100000-1yr-disc","capoff-h05-pi050-analog-u100-n100000-1yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,40679606908.53,3389.97,40679606908.53,0.111446,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-1yr-nom","capoff-h05-pi050-pstar-u025-n100000-1yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,5000,5000,396791016.56,33.07,396791016.56,NA,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-1yr-nom","capoff-h05-pi050-pstar-u100-n100000-1yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,20000,20000,1587164066.26,132.26,1587164066.26,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-1yr-nom","capoff-h05-pi050-pstar-u025-n100000-1yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,3140.67544054163,3140.67544054163,249238360.15,20.77,249238360.15,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-1yr-nom","capoff-h05-pi050-pstar-u100-n100000-1yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,12562.7017621665,12562.7017621665,996953440.6,83.08,996953440.6,NA,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-1yr-nom","capoff-h05-pi050-pstar-u025-n100000-1yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,25000,25000,1983955082.82,165.33,1983955082.82,NA,0.5
"s8-imm-capoff-h05-pi050-pstar-u100-n100000-1yr-nom","capoff-h05-pi050-pstar-u100-n100000-1yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,7935820331.3,661.32,7935820331.3,NA,0.5
"s8-lin-capoff-h05-pi050-analog-u025-n100000-1yr-nom","capoff-h05-pi050-analog-u025-n100000-1yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,5000,5000,2033810934.66,169.48,2033810934.66,NA,2.413157
"s8-lin-capoff-h05-pi050-analog-u100-n100000-1yr-nom","capoff-h05-pi050-analog-u100-n100000-1yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,20000,20000,8135243738.64,677.94,8135243738.64,NA,2.413157
"s8-log-capoff-h05-pi050-analog-u025-n100000-1yr-nom","capoff-h05-pi050-analog-u025-n100000-1yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,3140.67544054163,3140.67544054163,1277508010.64,106.46,1277508010.64,NA,2.413157
"s8-log-capoff-h05-pi050-analog-u100-n100000-1yr-nom","capoff-h05-pi050-analog-u100-n100000-1yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,12562.7017621665,12562.7017621665,5110032042.55,425.84,5110032042.55,NA,2.413157
"s8-imm-capoff-h05-pi050-analog-u025-n100000-1yr-nom","capoff-h05-pi050-analog-u025-n100000-1yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,25000,25000,10169054673.3,847.42,10169054673.3,NA,2.413157
"s8-imm-capoff-h05-pi050-analog-u100-n100000-1yr-nom","capoff-h05-pi050-analog-u100-n100000-1yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"1yr",1,"bia",FALSE,FALSE,TRUE,1e+05,1e+05,40676218693.19,3389.68,40676218693.19,NA,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-3yr-disc","capoff-h05-pi050-pstar-u025-n100000-3yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,350975856.41,29.25,1120286148.09,0.261428,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-3yr-disc","capoff-h05-pi050-pstar-u100-n100000-3yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,1403903425.65,116.99,4481144592.35,0.261428,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-3yr-disc","capoff-h05-pi050-pstar-u025-n100000-3yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,518978288.23,43.25,1203357523.22,0.261428,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-3yr-disc","capoff-h05-pi050-pstar-u100-n100000-3yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,2075913152.91,172.99,4813430092.9,0.261428,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-3yr-disc","capoff-h05-pi050-pstar-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-52644331.26,-4.39,1866914761.43,0.261428,0.5
"s8-imm-capoff-h05-pi050-pstar-u100-n100000-3yr-disc","capoff-h05-pi050-pstar-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-210577325.03,-17.55,7467659045.72,0.261428,0.5
"s8-lin-capoff-h05-pi050-analog-u025-n100000-3yr-disc","capoff-h05-pi050-analog-u025-n100000-3yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,5000,15000,1894024134.38,157.84,5889694070.45,0.261428,2.413157
"s8-lin-capoff-h05-pi050-analog-u100-n100000-3yr-disc","capoff-h05-pi050-analog-u100-n100000-3yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,20000,60000,7576096537.51,631.34,23558776281.81,0.261428,2.413157
"s8-log-capoff-h05-pi050-analog-u025-n100000-3yr-disc","capoff-h05-pi050-analog-u025-n100000-3yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,3140.67544054163,16109.032563919,2746542881.38,228.88,6287025268.14,0.261428,2.413157
"s8-log-capoff-h05-pi050-analog-u100-n100000-3yr-disc","capoff-h05-pi050-analog-u100-n100000-3yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,12562.7017621665,64436.1302556758,10986171525.52,915.51,25148101072.55,0.261428,2.413157
"s8-imm-capoff-h05-pi050-analog-u025-n100000-3yr-disc","capoff-h05-pi050-analog-u025-n100000-3yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,25000,25000,-52644331.26,-4.39,10052014351.9,0.261428,2.413157
"s8-imm-capoff-h05-pi050-analog-u100-n100000-3yr-disc","capoff-h05-pi050-analog-u100-n100000-3yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,TRUE,FALSE,1e+05,1e+05,-210577325.03,-17.55,40208057407.61,0.261428,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-3yr-nom","capoff-h05-pi050-pstar-u025-n100000-3yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,371803294.69,30.98,1151739860.09,NA,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-3yr-nom","capoff-h05-pi050-pstar-u100-n100000-3yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,1487213178.78,123.93,4606959440.37,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-3yr-nom","capoff-h05-pi050-pstar-u025-n100000-3yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,549995127.36,45.83,1246995131.73,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-3yr-nom","capoff-h05-pi050-pstar-u100-n100000-3yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,2199980509.46,183.33,4987980526.92,NA,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-3yr-nom","capoff-h05-pi050-pstar-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-56711270.7,-4.73,1859016473.47,NA,0.5
"s8-imm-capoff-h05-pi050-pstar-u100-n100000-3yr-nom","capoff-h05-pi050-pstar-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-226845082.8,-18.9,7436065893.88,NA,0.5
"s8-lin-capoff-h05-pi050-analog-u025-n100000-3yr-nom","capoff-h05-pi050-analog-u025-n100000-3yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,5000,15000,2008823212.79,167.4,6062799614.38,NA,2.413157
"s8-lin-capoff-h05-pi050-analog-u100-n100000-3yr-nom","capoff-h05-pi050-analog-u100-n100000-3yr-nom","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,20000,60000,8035292851.16,669.61,24251198457.51,NA,2.413157
"s8-log-capoff-h05-pi050-analog-u025-n100000-3yr-nom","capoff-h05-pi050-analog-u025-n100000-3yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,3140.67544054163,16109.032563919,2913218404.24,242.77,6521156565.41,NA,2.413157
"s8-log-capoff-h05-pi050-analog-u100-n100000-3yr-nom","capoff-h05-pi050-analog-u100-n100000-3yr-nom","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,12562.7017621665,64436.1302556758,11652873616.96,971.07,26084626261.62,NA,2.413157
"s8-imm-capoff-h05-pi050-analog-u025-n100000-3yr-nom","capoff-h05-pi050-analog-u025-n100000-3yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,25000,25000,-56711270.7,-4.73,10044116063.94,NA,2.413157
"s8-imm-capoff-h05-pi050-analog-u100-n100000-3yr-nom","capoff-h05-pi050-analog-u100-n100000-3yr-nom","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"3yr",3,"bia",TRUE,FALSE,TRUE,1e+05,1e+05,-226845082.8,-18.9,40176464255.78,NA,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-5yr-disc","capoff-h05-pi050-pstar-u025-n100000-5yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,311824544.85,25.99,1762357755.61,0.384262,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-5yr-disc","capoff-h05-pi050-pstar-u100-n100000-5yr-disc","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,1247298179.39,103.94,7049431022.44,0.384262,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-5yr-disc","capoff-h05-pi050-pstar-u025-n100000-5yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,176218581.46,14.68,1761252347.19,0.384262,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-5yr-disc","capoff-h05-pi050-pstar-u100-n100000-5yr-disc","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,704874325.82,58.74,7045009388.78,0.384262,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-5yr-disc","capoff-h05-pi050-pstar-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-44018356.72,-3.67,1770365424.83,0.384262,0.5
"s8-imm-capoff-h05-pi050-pstar-u100-n100000-5yr-disc","capoff-h05-pi050-pstar-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-176073426.89,-14.67,7081461699.31,0.384262,0.5
"s8-lin-capoff-h05-pi050-analog-u025-n100000-5yr-disc","capoff-h05-pi050-analog-u025-n100000-5yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,5000,25000,1766295539.25,147.19,9484341796.62,0.384262,2.413157
"s8-lin-capoff-h05-pi050-analog-u100-n100000-5yr-disc","capoff-h05-pi050-analog-u100-n100000-5yr-disc","linear_ramp",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,20000,1e+05,7065182157.01,588.77,37937367186.49,0.384262,2.413157
"s8-log-capoff-h05-pi050-analog-u025-n100000-5yr-disc","capoff-h05-pi050-analog-u025-n100000-5yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,3140.67544054163,25000,1089822847.68,90.82,9481432739.21,0.384262,2.413157
"s8-log-capoff-h05-pi050-analog-u100-n100000-5yr-disc","capoff-h05-pi050-analog-u100-n100000-5yr-disc","logistic",5,1,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,12562.7017621665,1e+05,4359291390.72,363.27,37925730956.83,0.384262,2.413157
"s8-imm-capoff-h05-pi050-analog-u025-n100000-5yr-disc","capoff-h05-pi050-analog-u025-n100000-5yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,25000,25000,-44018356.72,-3.67,9955465015.3,0.384262,2.413157
"s8-imm-capoff-h05-pi050-analog-u100-n100000-5yr-disc","capoff-h05-pi050-analog-u100-n100000-5yr-disc","immediate_full_uptake",5,NA,"off",8,"observed_analog_list_price",410300,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,TRUE,FALSE,1e+05,1e+05,-176073426.89,-14.67,39821860061.21,0.384262,2.413157
"s8-lin-capoff-h05-pi050-pstar-u025-n100000-5yr-nom","capoff-h05-pi050-pstar-u025-n100000-5yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,5000,25000,350085627.12,29.17,1861972291.11,NA,0.5
"s8-lin-capoff-h05-pi050-pstar-u100-n100000-5yr-nom","capoff-h05-pi050-pstar-u100-n100000-5yr-nom","linear_ramp",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,20000,1e+05,1400342508.48,116.7,7447889164.46,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u025-n100000-5yr-nom","capoff-h05-pi050-pstar-u025-n100000-5yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,3140.67544054163,25000,197446026.26,16.45,1860709118.81,NA,0.5
"s8-log-capoff-h05-pi050-pstar-u100-n100000-5yr-nom","capoff-h05-pi050-pstar-u100-n100000-5yr-nom","logistic",5,1,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,1,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,12562.7017621665,1e+05,789784105.03,65.82,7442836475.25,NA,0.5
"s8-imm-capoff-h05-pi050-pstar-u025-n100000-5yr-nom","capoff-h05-pi050-pstar-u025-n100000-5yr-nom","immediate_full_uptake",5,NA,"off",8,"frontier_P_star",82896.02,0.5,0.05,1e+05,0.25,1e+05,"5yr",5,"bia",FALSE,FALSE,TRUE,25000,25000,-50305883.91,-4.19,1750428135.6,NA,0.5
